company_number,company_name,status,company_type,date_of_creation,address,postcode,locality,region,sic_codes,sic_descriptions,is_truck_commercial,is_mobile,categories
01817398,MICHELDEVER TYRE SERVICES LIMITED,active,ltd,1984-05-18,"Micheldever Station, Winchester, Hants, SO21 3AP",SO21 3AP,Hants,,45310; 45320,45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
09133875,MICK MAC TYRES & TRANSPORT SERVICES LTD,active,ltd,2014-07-16,"18c Downfield, Winterborne Stickland, Blandford Forum, Dorset, DT11 0NE",DT11 0NE,Blandford Forum,Dorset,99999,99999: SIC code 99999,True,False,truck_commercial; fitting_service
15996956,MJP TYRE SERVICES LTD,active,ltd,2024-10-03,"37 Stockwood Lane, Bristol, Somerset, BS14 8SL",BS14 8SL,Bristol,Somerset,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
11858378,MJ TYRE SERVICES LIMITED,active,ltd,2019-03-04,"Plot 23 Estate Road 1, Grimsby, N E Lincolnshire, DN31 2TB",DN31 2TB,Grimsby,N E Lincolnshire,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16509980,MK TYRES AND SERVICES LTD,active,ltd,2025-06-10,"Flat 1 108 Brentwood Road, Brighton, BN1 7ES",BN1 7ES,Brighton,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
NI009168,MODERN TYRE SERVICES (STRABANE) LIMITED,active,ltd,1972-11-29,"18 Clover Brae, Killyvilly, Enniskillen, Co Fermanagh, BT74 4AB",BT74 4AB,Enniskillen,Co Fermanagh,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
SC727353,MORAY TYRE SERVICES LIMITED,active,ltd,2022-03-24,"39 South Street, Elgin, Moray, IV30 1JZ",IV30 1JZ,Elgin,Moray,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
09007452,MOUNTPLEASANT TYRES AND SERVICES LTD,active,ltd,2014-04-23,"4 Mount Pleasant Cresent, London, N4 4HP",N4 4HP,London,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15579114,MOUNT TYRE SERVICES LIMITED,active,ltd,2024-03-20,"Unit 4 Power Station Road, Rugeley, WS15 2HS",WS15 2HS,Rugeley,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
NI651535,MOURNE TYRE SERVICES LTD,active,ltd,2018-03-08,"73 Newcastle Road, Kilkeel, Newry, BT34 4NJ",BT34 4NJ,Newry,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16930695,MRR TYRES & SERVICES LIMITED,active,ltd,2025-12-24,"The Old Police Station, West Square, Maldon, Essex, CM9 5AL",CM9 5AL,Maldon,Essex,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16930710,MTM MOBILE TYRE & RECOVERY SERVICES LTD,active,ltd,2025-12-24,"Flat 3 Clare House, 49 Uxbridge Road, London, W7 3PX",W7 3PX,London,,96090,96090: Other personal service activities n.e.c.,False,True,mobile; fitting_service
13648445,NATIONWIDE TYRE SERVICES LTD,active,ltd,2021-09-28,"77 Ampleforth Grove, Hull, East Riding Of Yorkshire, HU5 5EZ",HU5 5EZ,Hull,East Riding Of Yorkshire,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
SC841756,NEVIS TYRES AND VEHICLE SERVICES LTD,active,ltd,2025-03-18,"4 Sherwood Avenue, Bonnyrigg, EH19 3NN",EH19 3NN,Bonnyrigg,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial; fitting_service
02170870,NICKS TYRE SERVICES LIMITED,active,ltd,1987-09-30,"Riverside House, 1/5 Como Street, Romford, Essex, RM7 7DN",RM7 7DN,Romford,Essex,45200; 47300,45200: Maintenance and repair of motor vehicles; 47300: Retail sale of automotive fuel in specialised stores,False,False,fitting_service
07609086,NIL'S TYRE SERVICES LIMITED,active,ltd,2011-04-19,"48b Bank Top, Blackburn, BB2 1TB",BB2 1TB,Blackburn,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
10656454,NORTH TYRES SERVICES LTD,active,ltd,2017-03-07,"25 Senwick Drive, Wellingborough, NN8 1RX",NN8 1RX,Wellingborough,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
10413509,NORTH WEST TYRE SERVICES LTD,active,ltd,2016-10-06,"Unit 26 Roman Way Industrial Estate, Longridge Road, Preston, PR2 5BD",PR2 5BD,Preston,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
NI711458,NUTTS CORNER TYRES & BREAKDOWN SERVICES LTD,active,ltd,2024-03-08,"42 Belfast Road, Nutts Corner, Crumlin, BT29 4TH",BT29 4TH,Crumlin,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
12885426,ONE STOP TYRE SERVICES LTD,active,ltd,2020-09-17,"Unit 4 St. Marys Road, Sheffield, S2 4AW",S2 4AW,Sheffield,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
SC153045,ON SITE TYRE SERVICES (SCOTLAND) LIMITED,active,ltd,1994-09-13,"159 Glasgow Road, Barrhead, Glasgow, G78 1DT",G78 1DT,Glasgow,,33170; 45200,33170: SIC code 33170; 45200: Maintenance and repair of motor vehicles,False,False,fitting_service
01522405,P & J TYRE SERVICES LIMITED,active,ltd,1980-10-15,"1210 London Road, Leigh-On-Sea, Essex, SS9 2UA",SS9 2UA,Essex,,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,fitting_service
12036624,P&L TYRES AND SERVICES LIMITED,active,ltd,2019-06-06,"Suite D, Astor House 282 Lichfield Road, Four Oaks, Sutton Coldfield, West Midlands, B74 2UG",B74 2UG,Sutton Coldfield,West Midlands,45310; 45320,45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16926171,PARSA TYRES SERVICES LTD,active,ltd,2025-12-22,"14-16 Wadsworth Road, Perivale, Greenford, UB6 7JD",UB6 7JD,Greenford,,45112; 45320,45112: Wholesale and retail trade; repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16868802,PEMBROKESHIRE TYRE SERVICES LTD,active,ltd,2025-11-21,"74 High Street, Fishguard, Pembrokeshire, SA65 9AU",SA65 9AU,Fishguard,Pembrokeshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
09283561,PERFORMANCE TYRE SERVICES LTD,active,ltd,2014-10-28,"No 615 London Road, Westcliff-On-Sea, Essex, SS0 9PE",SS0 9PE,Westcliff-On-Sea,Essex,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,fitting_service
03350407,PERSHORE TYRE SERVICES LIMITED,active,ltd,1997-04-10,"Unit 1 Lyttleton Road, Pershore, Worcestershire, WR10 2DF",WR10 2DF,Worcestershire,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
04059645,PETERSFIELD EXHAUST & TYRE SERVICES LIMITED,active,ltd,2000-08-25,"Unit 3 Bedford Road, Petersfield, GU32 3LJ",GU32 3LJ,Petersfield,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16828085,PLATINUM TYRE SERVICES LTD,active,ltd,2025-11-03,"Office 9 Unit 2 Roseberry Court, Stokesley, Middlesbrough, TS9 5QT",TS9 5QT,Middlesbrough,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16035121,PL4 TYRES AND SERVICES LTD,active,ltd,2024-10-22,"Unit 1 23 Clare Place, Plymouth, PL4 0JW",PL4 0JW,Plymouth,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
01082696,POOLE TYRE SERVICES (PROPERTY MANAGEMENT) LIMITED,active,ltd,1972-11-20,"142 Stanley Green Road, Poole, Dorset, BH15 3AH",BH15 3AH,Poole,Dorset,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
03834396,PORTSMOUTH EXHAUST & TYRE SERVICES LTD,active,ltd,1999-09-01,"Century House, Wargrave Road, Henley-On-Thames, Oxfordshire, RG9 2LT",RG9 2LT,Henley-On-Thames,Oxfordshire,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
16851117,PREMIER TYRE SERVICES (ROMFORD) LIMITED,active,ltd,2025-11-12,"26 Estuary Close, Barking, IG11 0XS",IG11 0XS,Barking,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
08909968,PREMIER TYRE SERVICES (UK) LIMITED,active,ltd,2014-02-25,"507 Upper Brentwood Road, Gidea Park, Romford, Essex, RM2 6LD",RM2 6LD,Romford,Essex,38320,38320: SIC code 38320,False,False,fitting_service
SC804719,PREMIER TYRES (SERVICES) LTD,active,ltd,2024-03-27,"Block 4, Unit 1, Fullwood Industrial Estate, Burnbank Road, Hamilton, ML3 9AZ",ML3 9AZ,Hamilton,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
06407584,PRESTEIGNE TYRE SERVICES LTD,active,ltd,2007-10-24,"Unit 2 Morgan Building, Presteigne Ind. Estate, Presteigne, Powys, LD8 2UF",LD8 2UF,Presteigne,Powys,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16605712,PRICELESS TYRES AND CAR SERVICES LTD,active,private-limited-guarant-nsc,2025-07-24,"207-209 Twickenham Road, Isleworth, Middlesex, TW7 6AA",TW7 6AA,Isleworth,Middlesex,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
12544628,PROPLANT TYRE SERVICES LIMITED,active,ltd,2020-04-02,"Unit 6 Eastcroft Farm, Town Road, Cliffe, Kent, ME3 7RL",ME3 7RL,Cliffe,Kent,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
07423524,TYRE CENTRE LTD,active,ltd,2010-10-29,"102-104 Emily Street, Highgate, Birmingham, West Midlands, B12 0XJ",B12 0XJ,Birmingham,West Midlands,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
10291724,TYRE CENTRE DIRECT LTD,active,ltd,2016-07-22,"Suite D, Astor House 282 Lichfield Road, Four Oaks, Sutton Coldfield, West Midlands, B74 2UG",B74 2UG,Sutton Coldfield,West Midlands,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
NI659693,TYRE CENTRE GROUP LTD,active,ltd,2019-03-11,"Coa Road, Moneynoe Glebe, Enniskillen, Fermanagh, BT74 4EG",BT74 4EG,Enniskillen,Fermanagh,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16126936,TYRE CENTRE LUTON LTD,active,ltd,2024-12-09,"223-225 Selbourne Road, Luton, LU4 8NP",LU4 8NP,Luton,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
13680159,TYRE CENTRE PLUS LTD,active,ltd,2021-10-14,"Station Parade, Ickenham Road, Ruislip, HA4 7DL",HA4 7DL,Ruislip,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15819596,TYRECENTRE (HEREFORD) LTD,active,ltd,2024-07-04,"216 Straight Mile Road Rotherwas, Hereford, Herefordshire, HR2 6BQ",HR2 6BQ,Hereford,Herefordshire,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16548682,AMU TYRE CENTRE LTD,active,ltd,2025-06-29,"178a Park View Road, Welling, DA16 1ST",DA16 1ST,Welling,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16005970,ARMLEY TYRE CENTRE LIMITED,active,ltd,2024-10-08,"91 Town Street, Armley, Leeds, LS12 3HD",LS12 3HD,Leeds,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
14553460,ASHFORD ROAD TYRE CENTRE LTD,active,ltd,2022-12-21,"Unit 15, 51 Ashford Road, Canterbury, Kent, CT4 7HF",CT4 7HF,Canterbury,Kent,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16745923,ASHTON TYRE CENTRE LTD,active,ltd,2025-09-26,"168 Mossley Road, Ashton-Under-Lyne, OL6 6NA",OL6 6NA,Ashton-Under-Lyne,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
09338554,AUTOCAR CENTRE TYRES LIMITED,active,ltd,2014-12-03,"Liberty Works, Bollo Lane, London, W3 8QU",W3 8QU,London,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
16958484,AUTO CENTRE TYRE LTD,active,ltd,2026-01-12,"Unit 3 Seawall Road, Cardiff, CF24 5TH",CF24 5TH,Cardiff,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
02967738,AUTO PNEUMATIC TYRE & EXHAUST CENTRE LTD.,active,ltd,1994-09-14,"Steering Wheel Garage, Eastgate Street, Bury St Edmunds, Suffolk, IP33 1YQ",IP33 1YQ,Bury St Edmunds,Suffolk,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
04049758,AUTOSTOP TYRE & AUTOCARE CENTRE LIMITED,active,ltd,2000-08-09,"Main Avenue, Brackla Industrial Estate, Bridgend, Mid Glamorgan, CF31 2AZ",CF31 2AZ,Bridgend,Mid Glamorgan,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
02996482,AUTO TYRE CENTRE LIMITED,active,ltd,1994-11-30,"203 West Street, Fareham, PO16 0EN",PO16 0EN,Fareham,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15843849,AWSWORTH TYRE CENTRE LTD,active,ltd,2024-07-17,"64 Castle Boulevard, Nottingham, NG7 1FN",NG7 1FN,Nottingham,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
09559897,AYLESFORD TYRE AND AUTO CENTRE LTD,active,ltd,2015-04-24,"Unit E Cottage Industrial Estate, Forstal Road, Aylesford, Kent, ME20 7AD",ME20 7AD,Aylesford,Kent,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16756649,AYLESHAM TYRE CENTRE LTD,active,ltd,2025-10-01,"Unit 12 Tavis House Business Centre 3 Orbital Park, Sevington, Ashford, TN24 0YY",TN24 0YY,Ashford,,22110; 45200; 45310; 45320,22110: SIC code 22110; 45200: Maintenance and repair of motor vehicles; 45310: Wholesale trade of motor vehicle parts and accessories; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
15748449,AYS AUTOS AND TYRE CENTRE LTD,active,ltd,2024-05-29,"Unit 3a Gordon Place, Reading, RG30 1LD",RG30 1LD,Reading,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05896125,B.A.B. TYRE & EXHAUST CENTRE LIMITED,active,ltd,2006-08-03,"81 Burton Road, Derby, Derbyshire, DE1 1TJ",DE1 1TJ,Derbyshire,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
NI696269,BALLYCLARE TYRE CENTRE LTD,active,ltd,2023-04-13,"Unit 2 Dennisons Industrial Estate, Avondale Drive, Ballyclare, BT39 9EB",BT39 9EB,Ballyclare,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
01578555,B + T TYRE & EXHAUST CENTRE LIMITED,active,ltd,1981-08-07,"First Floor, Woburn Court 2 Railton Road,, Woburn Road Industrial Estate, Kempston, Bedford, MK42 7PN",MK42 7PN,Bedford,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
07952169,BARNSLEY TYRE CENTRE LTD,active,ltd,2012-02-16,"Central Garage West Street, Worsbrough Dale, Barnsley, South Yorkshire, S70 5PG",S70 5PG,Barnsley,South Yorkshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
06779001,BASINGSTOKE MOT & TYRE CENTRE - WADE ROAD - LIMITED,active,ltd,2008-12-23,"The Maltings, Rosemary Lane, Halstead, Essex, CO9 1HZ",CO9 1HZ,Halstead,Essex,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15149822,BAWTRY TYRE & EXHAUST CENTRE LTD,active,ltd,2023-09-20,"1 Top Farm Court Top Street, Bawtry, Doncaster, DN10 6TF",DN10 6TF,Doncaster,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
12111152,BEARWOOD TYRE CENTRE LTD,active,ltd,2019-07-18,"272 Bearwood Road, Smethwick, B66 4HT",B66 4HT,Smethwick,,33170,33170: SIC code 33170,False,False,fitting_service
08278493,BECCLES TYRE CENTRE LIMITED,active,ltd,2012-11-02,"Unit 9 Tilia Court, Worlingham, Beccles, Suffolk, NR34 7BF",NR34 7BF,Beccles,Suffolk,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
04729532,BELL TYRE CENTRE LIMITED,active,ltd,2003-04-10,"16-18 West Street, The Square, Rochford, Essex, SS4 1AJ",SS4 1AJ,Rochford,Essex,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
08434905,BENTLEY AUTO & TYRE CENTRE LTD,active,ltd,2013-03-07,"Unit 4c Plough Road Centre, Great Bentley, Colchester, Essex, CO7 8LG",CO7 8LG,Colchester,Essex,45112; 45200,45112: Wholesale and retail trade; repair of motor vehicles; 45200: Maintenance and repair of motor vehicles,False,False,fitting_service
02634182,BESTFIT TYRE CENTRE LTD,active,ltd,1991-08-01,"60a Birley Moor Road, Sheffield, S12 4WD",S12 4WD,Sheffield,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16984000,BLACKBURN TYRES & MOT CENTRE LTD,active,ltd,2026-01-23,"Unit 1a, Dalton Court, Commercial Road, Darwen, Lancashire, BB3 0DG",BB3 0DG,Darwen,Lancashire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05765905,BLACK SWAN TYRE AND EXHAUST CENTRE LIMITED,active,ltd,2006-04-03,"First Floor Office Westerham Garage, 190 London Road, Westerham, Kent, TN16 2DJ",TN16 2DJ,Westerham,Kent,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
11030716,BLACKWELL MOT & TYRE CENTRE LIMITED,active,ltd,2017-10-25,"Unit 1 Whites Lane, Blackwell, Alfreton, DE55 5GX",DE55 5GX,Alfreton,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
03791429,BRIDGNORTH TYRE CENTRE LTD,active,ltd,1999-06-17,"Micheldever Station, Winchester, Hampshire, SO21 3AP",SO21 3AP,Hampshire,,99999,99999: SIC code 99999,False,False,fitting_service
08115214,BRITANNIA TYRES & EXHAUST CENTRE LIMITED,active,ltd,2012-06-21,"C/O Fylde Tax Accountants, 155 Newton Drive, Blackpool, FY3 8LZ",FY3 8LZ,Blackpool,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
SC389454,BROADCROFT TYRES AND EXHAUST CENTRE LTD,active,ltd,2010-11-24,"26 Broadcroft, Kirkintilloch, Glasgow, G66 1HP",G66 1HP,Glasgow,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
13187826,BRONTE TYRES & MOT CENTRE LTD,active,ltd,2021-02-09,"Denholme Business Centre, Unit 20 Halifax Road, Denholme, Bradford, BD13 4EN",BD13 4EN,Bradford,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16229610,BRUNSWICK MOT AND TYRE CENTRE LTD,active,ltd,2025-02-04,"1b Brunswick Street, Darlington, DL1 1SP",DL1 1SP,Darlington,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16552004,BUDGET EXHAUST AND TYRE CENTRE LIMITED,active,ltd,2025-07-01,"Suite 1 Telford House, Warwick Road, Carlisle, CA1 2BT",CA1 2BT,Carlisle,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16173249,BULWELL TYRE CENTRE LTD,active,ltd,2025-01-09,"Unit 2a 303 Main Street, Nottingham, NG6 8ED",NG6 8ED,Nottingham,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
09642060,BURTON TYRE CENTRE LIMITED,active,ltd,2015-06-16,"Unit 1 22 Borough Road, Burton-On-Trent, Staffordshire, DE14 2DA",DE14 2DA,Burton-On-Trent,Staffordshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
04552527,BURY TYRE CENTRE LIMITED,active,ltd,2002-10-03,"Micheldever Tyre Services Limited Micheldever Station, Andover Road, Winchester, Hampshire, SO21 3AP",SO21 3AP,Winchester,Hampshire,99999,99999: SIC code 99999,False,False,fitting_service
07716779,BURY VEHICLE REPAIR AND TYRE CENTRE LTD,active,ltd,2011-07-25,"50 Wash Lane, Bury, Lancashire, BL9 6AS",BL9 6AS,Bury,Lancashire,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial; fitting_service
SC340927,CADZOW TYRE CENTRE LTD.,active,ltd,2008-04-07,"91 Alexander Street, Airdrie, ML6 0BD",ML6 0BD,Airdrie,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
12552662,CAISTER TYRE CENTRE LIMITED,active,ltd,2020-04-09,"124 Thorpe Road, Norwich, NR1 1RS",NR1 1RS,Norwich,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
NI040686,CARRYDUFF TYRE CENTRE LIMITED,active,ltd,2001-04-26,"Emerson House 14b Ballynahinch Road, Carryduff, Belfast, BT8 8DN",BT8 8DN,Belfast,,82990,82990: Other business support service activities n.e.c.,False,False,fitting_service
10513191,CENTRE TYRES (TAKELEY) LTD,active,ltd,2016-12-06,"206 Turners Hill Cheshunt, Waltham Cross, EN8 9DE",EN8 9DE,Waltham Cross,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
06001810,"CHALLENGE TYRE, EXHAUST & MOT CENTRE LIMITED",active,ltd,2006-11-17,"Holloway House Epsom Square, White Horse Business Park, Trowbridge, Wiltshire, BA14 0XG",BA14 0XG,Trowbridge,Wiltshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05187381,CHAPEL STREET TYRE CENTRE LIMITED,active,ltd,2004-07-22,"Chapel Street Tyre Centre, Chapel Street Handsworth, Birmingham, West Midlands, B21 0PA",B21 0PA,Birmingham,West Midlands,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05576335,CIRENCESTER TYRE & EXHAUST CENTRE LIMITED,active,ltd,2005-09-28,"62 Elliot Road, Love Lane Industrial Estate, Cirencester, Gloucestershire, GL7 1YS",GL7 1YS,Cirencester,Gloucestershire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16139689,CITY TYRES AND AUTO CENTRE LIMITED,active,ltd,2024-12-17,"Workshop Premises Prospect Mews, Prospect Street, Reading, Berkshire, RG1 7YJ",RG1 7YJ,Reading,Berkshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
NI674850,CLAUDY TYRE CENTRE LTD,active,ltd,2020-12-10,"527 Baranailt Road, Claudy, Londonderry, BT47 4EF",BT47 4EF,Londonderry,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
SC679549,CLYDESIDE TYRE CENTRE LTD,active,ltd,2020-11-02,"Unit 31 New Albion Industrial Estate, Halley Street, Glasgow, G13 4DJ",G13 4DJ,Glasgow,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
01635475,COATHAM TYRE CENTRE LIMITED,active,ltd,1982-05-14,"2 Communications Road, Greenham Business Park, Newbury, Berkshire, RG19 6AB",RG19 6AB,Newbury,Berkshire,49390,49390: Land transport and transport via pipelines,False,False,fitting_service
03306517,COLCHESTER TYRE & EXHAUST CENTRE LIMITED,active,ltd,1997-01-23,"37-41 Holywells Road, Ipswich, Suffolk, IP3 0DL",IP3 0DL,Ipswich,Suffolk,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05555769,COLCHESTER TYRE CENTRE (MOT) LIMITED,active,ltd,2005-09-07,"80 Compair Crescent, Ipswich, Suffolk, IP2 0EH",IP2 0EH,Ipswich,Suffolk,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05909161,COLEMANS MOT & TYRE CENTRE LIMITED,active,ltd,2006-08-17,"190 Carter Lane East South Normanton, Alfreton, Derbyshire, DE55 2DZ",DE55 2DZ,Alfreton,Derbyshire,45112; 45200,45112: Wholesale and retail trade; repair of motor vehicles; 45200: Maintenance and repair of motor vehicles,False,False,fitting_service
07623931,COLEMANS TYRE CENTRE HOLDINGS LIMITED,active,ltd,2011-05-05,"190 Carter Lane East South Normanton, Alfreton, Derbyshire, DE55 2DZ",DE55 2DZ,Alfreton,Derbyshire,70100,70100: Activities of head offices,False,False,fitting_service
04537927,COLLEGE TYRE & EXHAUST CENTRE LIMITED,active,ltd,2002-09-18,"Eldo House Kempson Way, Suffolk Business Park, Bury St Edmunds, Suffolk, IP32 7AR",IP32 7AR,Bury St Edmunds,Suffolk,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
09947182,COLWALL MOT & TYRE CENTRE LIMITED,active,ltd,2016-01-12,"6 Link Way, Howsell Road, Malvern, WR14 1UQ",WR14 1UQ,Malvern,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15440369,COWBRIDGE TYRE CENTRE LTD,active,ltd,2024-01-24,"Warehouse A/B, Stalling Down, Cowbridge, CF71 7DT",CF71 7DT,Cowbridge,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
09152142,CROFT TYRES & AUTO CENTRE LIMITED,active,ltd,2014-07-29,"Unit 1 Mosedale Road, Croft Business Park, Bromborough, Wirral, Merseyside, CH62 3QZ",CH62 3QZ,Wirral,Merseyside,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
10665588,CROWN TYRE AND AUTO CENTRE LIMITED,active,ltd,2017-03-13,"The Business Park, Triangle Business Centre, Merthyr Tydfil, CF48 4TQ",CF48 4TQ,Merthyr Tydfil,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
16555640,CROYDON TYRE CENTRE LTD,active,ltd,2025-07-02,"70 Windmill Road, Croydon, CR0 2XP",CR0 2XP,Croydon,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
NI673471,CULLOVILLE TYRE CENTRE LIMITED,active,ltd,2020-10-16,"Unit 5 Culloville Business Park, Culloville, BT35 9FD",BT35 9FD,Culloville,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
04840414,DAGENHAM TYRE CENTRE LTD.,active,ltd,2003-07-21,"1a C R Farm Estate Brentwood Road, Herongate, Brentwood, Essex, CM13 3LH",CM13 3LH,Brentwood,Essex,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
07062577,DARLINGTON TYRE & AUTO CENTRE LIMITED,active,ltd,2009-10-31,"Chapel Street Garage Chapel Street, Thornaby, Stockton-On-Tees, TS17 6BB",TS17 6BB,Stockton-On-Tees,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
08436240,DAWLISH TYRE & AUTO CENTRE LTD,active,ltd,2013-03-08,"1 Charter House, Dawlish Business Park, Dawlish, Devon, EX7 0NH",EX7 0NH,Dawlish,Devon,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
13774532,DEEPCAR TYRE & AUTO CENTRE LTD,active,ltd,2021-11-30,"Unit 9 & 10 Station Road, Deepcar, Sheffield, S36 2UZ",S36 2UZ,Sheffield,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
07569503,DEEPDALE TYRES & AUTO CENTRE LIMITED,active,ltd,2011-03-18,"93-95 Campbell Street, Preston, Lancashire, PR1 5LX",PR1 5LX,Preston,Lancashire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
