company_number,company_name,status,company_type,date_of_creation,address,postcode,locality,region,sic_codes,sic_descriptions,is_truck_commercial,is_mobile,categories
08481309,BIRMINGHAM TRUCK TYRE LTD,active,ltd,2013-04-09,"Kent Space, Suite 2026 6-8 Revenge Road, Chatham, ME5 8UD",ME5 8UD,Chatham,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
08035616,CAR VAN TRUCK TYRES LIMITED,active,ltd,2012-04-18,"29 Whitegate Drive Whitegate Drive, Blackpool, FY3 9AA",FY3 9AA,Blackpool,,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
16139729,DRS MOBILE TRUCK TYRES SERVICE LTD,active,ltd,2024-12-17,"62 Walbrook Road, Derby, DE23 8RY",DE23 8RY,Derby,,52290,52290: Other transportation support activities,True,True,truck_commercial; mobile; fitting_service
16009864,HARRY'S TRUCK TYRES LTD,active,ltd,2024-10-10,"200 Knolton Way, Slough, Berkshire, SL2 5RS",SL2 5RS,Slough,Berkshire,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
13847848,SYLLA TRUCK TYRES LTD,active,ltd,2022-01-13,"Flat 69 Kelvedon House, Guildford Road, London, SW8 2DW",SW8 2DW,London,,46770,"46770: Wholesale trade, except of motor vehicles",True,False,truck_commercial
16043526,TA9 TRUCK TYRES LIMITED,active,ltd,2024-10-28,"Goodwood House, Blackbrook Park Avenue, Taunton, Somerset, TA1 2PX",TA1 2PX,Taunton,Somerset,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
01379569,T.T.S. TRUCK TYRE SPECIALISTS LIMITED,active,ltd,1978-07-20,"Truck Tyre Specialists Warne Road, Winterstoke Commercial Centre, Weston-Super-Mare, BS23 3UU",BS23 3UU,Weston-Super-Mare,,22110,22110: SIC code 22110,True,False,truck_commercial
16948484,247 TRUCK TYRES LTD,active,ltd,2026-01-07,"599 London Road, Reading, RG6 1AT",RG6 1AT,Reading,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
12301085,UK TYRE WHOLESALERS LTD,active,ltd,2019-11-06,"50 George Street, Croydon, CR0 1PD",CR0 1PD,Croydon,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,wholesale
15416705,AJJ INDUSTRIAL TYRES LIMITED,active,ltd,2024-01-16,"7 Stamford Square, Ashton-Under-Lyne, OL6 6QU",OL6 6QU,Ashton-Under-Lyne,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
03811678,TYRETEAM LIMITED,active,ltd,1999-07-22,"280 Main Road, Walters Ash, High Wycombe, Buckinghamshire, HP14 4TJ",HP14 4TJ,High Wycombe,Buckinghamshire,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
10615294,COMMERCIAL TYRES LTD,active,ltd,2017-02-13,"Vantage Quay, 5, Brewer Street, Manchester, M1 2ER",M1 2ER,Manchester,,17120; 45320,17120: SIC code 17120; 45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
11334504,COMMERCIAL TYRE SERVICES (BRISTOL) LIMITED,active,ltd,2018-04-28,"Unit 5 Willment Way, Bristol, BS11 8DJ",BS11 8DJ,Bristol,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial; fitting_service
08555956,COMMERCIAL TYRES OFF HIGHWAY LIMITED,active,ltd,2013-06-04,"Tructyre House Princesway North, Team Valley, Gateshead, NE11 0NF",NE11 0NF,Gateshead,,99999,99999: SIC code 99999,True,False,truck_commercial
15143167,COMMERCIAL TYRE SOLUTIONS LTD,active,ltd,2023-09-17,"71-75 Shelton Street, Covent Garden, London, WC2H 9JQ",WC2H 9JQ,London,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
07754686,COMMERCIAL TYRE SUPPLIES LTD,active,ltd,2011-08-26,"6a, Cissplatt Lane,, Keelby,, DN41 8HU",DN41 8HU,"Keelby,",,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial; wholesale
10512275,ACE TYRES COMMERCIAL LTD,active,ltd,2016-12-06,"304 High Street, Orpington, Kent, BR6 0NF",BR6 0NF,Orpington,Kent,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
SC846604,AM COMMERCIAL TYRE’S LIMITED,active,ltd,2025-04-28,"5 Cables Wynd House, Edinburgh, EH6 6DF",EH6 6DF,Edinburgh,,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
07322542,ASHFORD COMMERCIAL TYRES LIMITED,active,ltd,2010-07-22,"57 Kingsmead Avenue, Sunbury On Thames, Middlesex, TW16 5HL",TW16 5HL,Sunbury On Thames,Middlesex,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
02039874,BARTON COMMERCIAL TYRES LIMITED,active,ltd,1986-07-23,"Barton Lorry Park, Barton, Richmond, North Yorishire, DL10 6NB",DL10 6NB,Richmond,North Yorishire,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
15504034,BLACK COUNTRY COMMERCIAL & TYRES LTD,active,ltd,2024-02-19,"36 Lichfield Street, Walsall, WS1 1TJ",WS1 1TJ,Walsall,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
07760510,CENTRAL TYRE (COMMERCIAL) LIMITED,active,ltd,2011-09-02,"Etel House, Avenue One, Letchworth Garden City, Hertfordshire, SG6 2HU",SG6 2HU,Letchworth Garden City,Hertfordshire,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
15485268,CLASSIC COMMERCIAL AND TYRE LIMITED,active,ltd,2024-02-12,"26 Harmer Street, Gravesend, DA12 2AX",DA12 2AX,Gravesend,,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
04232039,COMMERCIAL CONTRACT TYRES LIMITED,active,ltd,2001-06-11,"38 Chelsworth Avenue, Ipswich, Suffolk, IP4 3AY",IP4 3AY,Ipswich,Suffolk,45310,45310: Wholesale trade of motor vehicle parts and accessories,True,False,truck_commercial
13300388,EAST DENE COMMERCIAL TYRES LTD,active,ltd,2021-03-29,"7 East Crescent, Rotherham, S65 2RT",S65 2RT,Rotherham,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
15947304,FAST FIT COMMERCIAL TYRES LIMITED,active,ltd,2024-09-10,"6 St. Georges Square, Portsmouth, PO1 3EY",PO1 3EY,Portsmouth,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
16100479,J.S COMMERCIAL TYRES LIMITED,active,ltd,2024-11-25,"23 Turnberry Court Bentley, Doncaster, South Yorkshire, DN5 0UL",DN5 0UL,Doncaster,South Yorkshire,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
12789756,JUST TYRES COMMERCIAL (NW) LTD,active,ltd,2020-08-04,"Suite 4 48 Westgate, Skelmersdale, WN8 8AZ",WN8 8AZ,Skelmersdale,,45310,45310: Wholesale trade of motor vehicle parts and accessories,True,False,truck_commercial
04486928,P.A. RISK COMMERCIAL TYRE SERVICES LIMITED,active,ltd,2002-07-16,"12 Station Court, Station Approach, Wickford, Essex, SS11 7AT",SS11 7AT,Wickford,Essex,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial; fitting_service
15322563,P B TYRES COMMERCIAL LIMITED,active,ltd,2023-12-01,"P B Tyres Bank Street, Golborne, Warrington, Cheshire, WA3 3SN",WA3 3SN,Warrington,Cheshire,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
16581991,ROADSTAR COMMERCIAL TYRES LTD,active,ltd,2025-07-15,"3 Ferndown, Crawley, RH10 3SB",RH10 3SB,Crawley,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
09414873,SOUTHERN TYRES (COMMERCIAL) LIMITED,active,ltd,2015-01-30,"Tructyre House Princesway North, Team Valley, Gateshead, NE11 0NF",NE11 0NF,Gateshead,,99999,99999: SIC code 99999,True,False,truck_commercial
16339735,SOUTH WEST COMMERCIAL TYRES LTD,active,ltd,2025-03-25,"South West Crane Hire Tan Lane, St Thomas, Exeter, Devon, EX2 8EG",EX2 8EG,Exeter,Devon,45310,45310: Wholesale trade of motor vehicle parts and accessories,True,False,truck_commercial
16846304,TT COMMERCIAL TYRES LTD,active,ltd,2025-11-11,"72 Springfield Avenue, Shirehampton, Bristol, BS11 9TQ",BS11 9TQ,Bristol,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
SC774234,TYRE FIGHTER COMMERCIAL LTD,active,ltd,2023-06-29,"5 Mayfield Grove, Dundee, DD4 7GZ",DD4 7GZ,Dundee,,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
OC305378,TYRES (NORTHAMPTON) COMMERCIAL LLP,active,llp,2003-08-28,"3 Warren Yard, Warren Park Stratford Road, Milton Keynes, Buckinghamshire, MK12 5NW",MK12 5NW,Milton Keynes,Buckinghamshire,,,True,False,truck_commercial
06686704,WESSEX COMMERCIAL TYRES LIMITED,active,ltd,2008-09-02,"139 Engineer Road, West Wilts Trading Estate, Westbury, Wiltshire, BA13 4JW",BA13 4JW,Westbury,Wiltshire,45320,45320: Retail trade of motor vehicle parts and accessories,True,False,truck_commercial
05980097,WIRRAL TYRES & COMMERCIAL LIMITED,active,ltd,2006-10-27,"16 Bassendale Road, Croft Business Park Bromborough, Wirral, CH62 3QL",CH62 3QL,Wirral,,45200,45200: Maintenance and repair of motor vehicles,True,False,truck_commercial
15577174,AAA GRAVEL HILL TYRES LTD,active,ltd,2024-03-19,"Kenilworth Gravel Hill, Chalfont St. Peter, Gerrards Cross, SL9 9QP",SL9 9QP,Gerrards Cross,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
15152050,AAA MOBILE TYRES LIMITED,active,ltd,2023-09-20,"Elite Hand Carwash, Molesworth Street, Rochdale, OL16 2AW",OL16 2AW,Rochdale,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,True,mobile
12961531,AAA PARTWORN TYRES LIMITED,active,ltd,2020-10-20,"63 Kingsway, Manchester, M19 2LL",M19 2LL,Manchester,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
SC708140,AAA TYRE GLASGOW LTD,active,ltd,2021-08-31,"7 Govanhill Street, Glasgow, G42 7PU",G42 7PU,Glasgow,,82990,82990: Other business support service activities n.e.c.,False,False,general_tyre
11847238,AAA TYRES LTD,active,ltd,2019-02-26,"11847238 - COMPANIES HOUSE DEFAULT ADDRESS, Cardiff, CF14 8LH",CF14 8LH,Cardiff,,22110,22110: SIC code 22110,False,False,general_tyre
14527216,AAA TYRES (LANS) LIMITED,active,ltd,2022-12-07,"164 Greenside Lane, Manchester, M43 7UR",M43 7UR,Manchester,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16184093,AA CAPITAL TYRES LTD,active,ltd,2025-01-14,"3 Ivy Arch Road, Worthing, BN14 8BX",BN14 8BX,Worthing,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
03961730,AAK TYRES LIMITED,active,ltd,2000-03-31,"175b Reculver Road, Herne Bay, Kent, CT6 6PY",CT6 6PY,Herne Bay,Kent,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16639227,AAMAR TYRES & SERVICES LTD,active,ltd,2025-08-08,"14 Horn Lane, London, SE10 0RT",SE10 0RT,London,,45200; 45320; 82990,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories; 82990: Other business support service activities n.e.c.,False,False,fitting_service
16139326,AA MOBILE TYRES (BLACKBURN) LTD,active,ltd,2024-12-16,"Unit 3 67 Canterbury Street, Blackburn, Canterbury Street, Blackburn, BB2 2HT",BB2 2HT,Blackburn,,45320,45320: Retail trade of motor vehicle parts and accessories,False,True,mobile
15746496,A &B DISCOUNT TYRES LTD,active,ltd,2024-05-28,"121 Elmers End Road, Beckenham, BR3 4SY",BR3 4SY,Beckenham,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
02581872,A & B TYRES LIMITED,active,ltd,1991-02-12,"103 High Street, Waltham Cross, Hertfordshire, EN8 7AN",EN8 7AN,Hertfordshire,,68209,68209: SIC code 68209,False,False,general_tyre
07806261,A & B TYRES (EAST ANGLIA) LIMITED,active,ltd,2011-10-11,"4b Church Street, Diss, Norfolk, IP22 4DD",IP22 4DD,Diss,Norfolk,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
07202077,A AND D TYRES LTD.,active,ltd,2010-03-25,"Ty Gwyn Isaf, Llanbadarn Fawr, Aberystwyth, Dyfed, SY23 3HJ",SY23 3HJ,Aberystwyth,Dyfed,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
08495054,"A&E TYRE, EXHAUST & SERVICE CENTRE LIMITED",active,ltd,2013-04-18,"32 Jubilee Crescent, Rothbury, Morpeth, Northumberland, NE65 7QZ",NE65 7QZ,Morpeth,Northumberland,45112; 45200,45112: Wholesale and retail trade; repair of motor vehicles; 45200: Maintenance and repair of motor vehicles,False,False,fitting_service
05389435,A & J TYRE SERVICES LIMITED,active,ltd,2005-03-11,"Field Street, Willenhall, West Midlands, WV13 2NX",WV13 2NX,West Midlands,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,fitting_service
04442671,A & K TYRES & SPARES LIMITED,active,ltd,2002-05-20,"40 Cricket Green, Mitcham, Surrey, CR4 4LA",CR4 4LA,Surrey,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
15420517,A&L MOBILE TYRES LIMITED,active,ltd,2024-01-17,"Crown House, 27 Old Gloucester Street, London, WC1N 3AX",WC1N 3AX,London,,45200,45200: Maintenance and repair of motor vehicles,False,True,mobile
07590477,A & L TYRES LIMITED,active,ltd,2011-04-04,"23 Bilston Street, Dudley, West Midlands, DY3 1JA",DY3 1JA,Dudley,West Midlands,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
NI683238,A&L TYRES (STRABANE) LTD,active,ltd,2021-10-20,"69 Hollyhill Road, Strabane, County Tyrone, BT82 0AB",BT82 0AB,Strabane,County Tyrone,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
08974365,A&M TYRES LIMITED,active,ltd,2014-04-02,"6 Roslyn Street, Birkenhead, CH41 9AH",CH41 9AH,Birkenhead,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
15169917,A&O INTERNATIONAL TYRES LTD,active,ltd,2023-09-27,"39 Denbigh Road, London, E6 3LF",E6 3LF,London,,38110,38110: SIC code 38110,False,False,general_tyre
15869883,A & R TYRES CYF,active,ltd,2024-08-01,"Unit 9b Gaerwen Industrial Estate, Gaerwen, LL60 6HR",LL60 6HR,Gaerwen,,22110,22110: SIC code 22110,False,False,general_tyre
08467686,A & S TYRES LIMITED,active,ltd,2013-04-02,"A & S Tyres Station Road, Briton Ferry, Neath, SA11 2SU",SA11 2SU,Neath,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
16885142,A&T TYRES & MOT LTD,active,ltd,2025-12-02,"Unit 7 T O N Business Park 2-8, Morley Road, Tonbridge, TN9 1RA",TN9 1RA,Tonbridge,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
03767536,AARON TYRES LTD,active,ltd,1999-05-10,"174 Midland Road, London, E10 6JT",E10 6JT,London,,33190; 77110,33190: SIC code 33190; 77110: Renting and leasing of cars and light motor vehicles,False,False,general_tyre
11408000,A.A SLICK TYRES LTD,active,ltd,2018-06-11,"Unit 6a Whitehouse Road, Kidderminster, DY10 1HT",DY10 1HT,Kidderminster,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
09511692,AA TYRE CENTRE LTD,active,ltd,2015-03-26,"72 Cardigan Street, Luton, LU1 1RR",LU1 1RR,Luton,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
04543111,AA TYRE RECYCLING UK LTD,active,ltd,2002-09-24,"3 Wentworth Croft, Heanor, DE75 7YX",DE75 7YX,,,38320,38320: SIC code 38320,False,False,general_tyre
14416821,A.A TYRES & AUTOCENTRE LTD,active,ltd,2022-10-13,"Whitley Arches Garage, Calderside, Hebden Bridge, HX7 6NG",HX7 6NG,Hebden Bridge,,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
15873837,AA TYRE SERVICES LTD,active,ltd,2024-08-03,"128 City Road, London, EC1V 2NX",EC1V 2NX,London,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
SC851980,AA TYRES GLASGOW LTD,active,ltd,2025-06-12,"19 Lovat Place, Rutherglen, Glasgow, Lanarkshire, G73 5HS",G73 5HS,Glasgow,Lanarkshire,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16225251,AA TYRE SOLUTIONS (NW) LTD,active,ltd,2025-02-03,"1st Floor Portfolio Place, 498 Broadway Chadderton, Oldham, OL9 9PY",OL9 9PY,Oldham,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16745269,ABBAS TYRES LTD,active,ltd,2025-09-26,"18 William Street, Northampton, Northamptonshire, NN1 3EW",NN1 3EW,Northampton,Northamptonshire,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
00665344,ABBEY TYRE CO. (CAMBRIDGE) LTD,active,ltd,1960-07-18,"Ba Bush & Son, Station Yard, Horncastle, Lincolnshire, LN9 5AQ",LN9 5AQ,Horncastle,Lincolnshire,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
15349267,ABBEY TYRES LTD,active,ltd,2023-12-13,"25 Shaftesbury Center, Percy Street, Swindon, SN2 2AZ",SN2 2AZ,Swindon,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
09275775,ABBEY TYRES AND MECHANIC LIMITED,active,ltd,2014-10-22,"2a New Barn Street, London, E13 8JA",E13 8JA,London,,33120,33120: SIC code 33120,False,False,general_tyre
06368601,ABBEY TYRES (BISHOPS WALTHAM) LIMITED,active,ltd,2007-09-12,"33 Oakland Road, Botley, Southampton, SO32 2SX",SO32 2SX,Southampton,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
SC301150,ABBOTSINCH TYRES & EXHAUSTS LTD,active,ltd,2006-04-21,"1st Floor 1 Atlantic Quay, Robertson Street, Glasgow, G2 8JB",G2 8JB,Glasgow,,99999,99999: SIC code 99999,False,False,general_tyre
08849313,ABCO TYRES LTD,active,ltd,2014-01-16,"Unit 1 Platform Commercial Park, Bert Smith Way, Market Drayton, TF9 3GY",TF9 3GY,Market Drayton,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
16963142,ABDUL TYRES LTD,active,ltd,2026-01-14,"Unit 2, 2 Ripon Street, Sheffield, S9 3LX",S9 3LX,Sheffield,,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
SC821051,ABERCORN TYRES LIMITED,active,ltd,2024-08-29,"71 Abercorn Street, Paisley, PA3 4AS",PA3 4AS,Paisley,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
12366784,ABERTILLERY MOT AND TYRE CENTRE LTD,active,ltd,2019-12-17,"49 Somerset Street, Abertillery, Gwent, NP13 1DL",NP13 1DL,Abertillery,Gwent,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
07401809,ABLEFIT TYRES & EXHAUSTS LIMITED,active,ltd,2010-10-08,"9-13 High Street High Street, Wells, Somerset, BA5 2AA",BA5 2AA,Wells,Somerset,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
15440553,ABM TYRES LIMITED,active,ltd,2024-01-24,"113 Avenell Road, London, N5 1BH",N5 1BH,London,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
10156797,ABS AUTO & TYRES LIMITED,active,ltd,2016-04-29,"Jack Bygraves, London Road, Biggleswade, SG18 8ET",SG18 8ET,Biggleswade,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
15419060,ABSOLUTE AUTO SERVICE & TYRES LTD,active,ltd,2024-01-17,"Absolute Auto Service & Tyres Ltd, Lonsdale Street, Newton Heath, Greater Manchester, M40 2FT",M40 2FT,Newton Heath,Greater Manchester,45200; 45320,45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,fitting_service
09777884,ABSOLUTE TYRES LTD.,active,ltd,2015-09-15,"7 Wellington Road, Crowthorne, RG45 7LJ",RG45 7LJ,Crowthorne,,45112; 45200,45112: Wholesale and retail trade; repair of motor vehicles; 45200: Maintenance and repair of motor vehicles,False,False,general_tyre
07657722,A B TYRES LTD,active,ltd,2011-06-03,"Viola Street Viola Street, Astley Bridge, Bolton, BL1 8NG",BL1 8NG,Bolton,,82990,82990: Other business support service activities n.e.c.,False,False,general_tyre
09026745,AB TYRE SALES LTD,active,ltd,2014-05-07,"Hud Hey Industrial Estate Hud Hey Road, Haslingden, Rossendale, BB4 5JH",BB4 5JH,Rossendale,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
09772907,AB TYRES WHITEHALL ROAD LIMITED,active,ltd,2015-09-11,"232 Whitehall Road, Tipton, DY4 7EX",DY4 7EX,Tipton,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
12716510,A CAPITAL TYRES LIMITED,active,ltd,2020-07-03,"251 Long Elmes, Harrow, HA3 6LE",HA3 6LE,Harrow,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
12527392,ACCESS INDUSTRIAL TYRES LTD,active,ltd,2020-03-20,"Unit E Smarden Business Estate, Smarden, Ashford, Kent, TN27 8QL",TN27 8QL,Ashford,Kent,33120,33120: SIC code 33120,False,False,general_tyre
08052422,ACC TYRES LIMITED,active,ltd,2012-05-01,"Unit 15 Temple Bar Business Park, Strettington, Chichester, West Sussex, PO18 0TU",PO18 0TU,Chichester,West Sussex,33190,33190: SIC code 33190,False,False,general_tyre
08762390,ACE BRANDED TYRES LTD,active,ltd,2013-11-05,"Unit 6 Second Drove, Fengate, Peterborough, PE1 5XA",PE1 5XA,Peterborough,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
13827143,ACE MOBILE TYRES LTD,active,ltd,2022-01-04,"21 Mill Parade, Newport, NP20 2JQ",NP20 2JQ,Newport,,45320,45320: Retail trade of motor vehicle parts and accessories,False,True,mobile
12411469,ACE TYRES LTD,active,ltd,2020-01-20,"21 Mill Parade, Newport, NP20 2JQ",NP20 2JQ,Newport,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
15965964,ACE TYRES BARLANE LTD,active,ltd,2024-09-19,"Unit F11 Bar Lane Industrial Park, Bar Lane, Nottingham, NG6 0JA",NG6 0JA,Nottingham,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
14805260,ACE TYRES HEREFORD LIMITED,active,ltd,2023-04-15,"Unit 15 Rockfield Road Industrial Estate, Rockfield Road, Hereford, HR1 2UA",HR1 2UA,Hereford,,45112; 45200; 45320,45112: Wholesale and retail trade; repair of motor vehicles; 45200: Maintenance and repair of motor vehicles; 45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
13995414,ACE TYRES WAKEFIELD LTD,active,ltd,2022-03-22,"314 Leeds Road, Wakefield, WF1 2HY",WF1 2HY,Wakefield,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
SC809326,ACE TYRES WHOLESALE UK LIMITED,active,ltd,2024-05-02,"18 Taylor Street, Ayr, KA8 8AU",KA8 8AU,Ayr,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,wholesale
03632944,ACHILL TYRES LTD.,active,ltd,1998-09-17,"Achill Tyres Brandon Road, Mildenhall, Bury St. Edmunds, Suffolk, IP28 7JQ",IP28 7JQ,Bury St. Edmunds,Suffolk,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
10171594,ACKLAND TYRES LTD,active,ltd,2016-05-10,"Huntworth House, Huntworth, Bridgwater, Somerset, TA7 0AH",TA7 0AH,Bridgwater,Somerset,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
09191090,"ACME TYRE CO., LTD",active,ltd,2014-08-28,"Flat 107 25 Indescon Square, London, E14 9DG",E14 9DG,London,,99999,99999: SIC code 99999,False,False,general_tyre
14408491,ACORN PARK TYRES LTD,active,ltd,2022-10-10,"282 Harehills Lane, Leeds, LS9 7BD",LS9 7BD,Leeds,,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
11804162,ACORN TYRES AND EXHAUSTS LTD,active,ltd,2019-02-04,"Unit 20 Dinan Way Trading Estate, Exmouth, Devon, EX8 4RS",EX8 4RS,Exmouth,Devon,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
08696468,ACORN TYRES (AYLESBURY) LTD,active,ltd,2013-09-19,"Unit 7 Weston Way Industrial Estate, Lower Road, Stoke Mandeville, Aylesbury, Buckinghamshire, HP22 5GT",HP22 5GT,Aylesbury,Buckinghamshire,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
13499342,ACTIVE MOBILE TYRE LTD,active,ltd,2021-07-07,"54 Park Chase, Wembley, Middlesex, HA9 8EH",HA9 8EH,Wembley,Middlesex,96090,96090: Other personal service activities n.e.c.,False,True,mobile
14334975,ACTIVE TYRES LTD,active,ltd,2022-09-05,"216 Bellingdon Road, Chesham, HP5 2NN",HP5 2NN,Chesham,,82990,82990: Other business support service activities n.e.c.,False,False,general_tyre
06856489,A-C TYRES (UK) LTD,active,ltd,2009-03-24,"C/O Monetta, 232 Stamford Street Central, Ashton-Under-Lyne, OL6 7NQ",OL6 7NQ,Ashton-Under-Lyne,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
16819858,ADAMS 1010 TYRE'S LTD,active,ltd,2025-10-30,"82 Hood Street, Northampton, NN1 3QU",NN1 3QU,Northampton,,45310,45310: Wholesale trade of motor vehicle parts and accessories,False,False,general_tyre
11065104,ADAM'S TYRE & MOT CENTRE LIMITED,active,ltd,2017-11-15,"Fenland House, 15b Hostmoor Avenue, March, Cambridgeshire, PE15 0AX",PE15 0AX,March,Cambridgeshire,45200,45200: Maintenance and repair of motor vehicles,False,False,fitting_service
12507014,ADAMS TYRES LIMITED,active,ltd,2020-03-10,"Unit D, 41-45 Stanningley Road, Leeds, LS12 3LW",LS12 3LW,Leeds,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
13182985,ADAMS TYRES BRADFORD LIMITED,active,ltd,2021-02-05,"Unit D & D1, Whitehead Mill, Young Street, Bradford, BD8 9RE",BD8 9RE,Bradford,,47990,"47990: Other retail sale not in stores, stalls or markets",False,False,general_tyre
10647026,ADAMS TYRE SPECIALISTS LIMITED,active,ltd,2017-03-02,"Albion Court, Grovehill Road, Beverley, East Yorkshire, HU17 0HL",HU17 0HL,Beverley,East Yorkshire,45320,45320: Retail trade of motor vehicle parts and accessories,False,False,general_tyre
12949614,ADAM TYRES LTD,active,ltd,2020-10-14,"Unit 5d Wattville Road, Smethwick, B66 2NU",B66 2NU,Smethwick,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
16683199,ADAM'Z TYRE'Z LTD,active,ltd,2025-08-31,"2 Essex Street, Bradford, BD4 7PG",BD4 7PG,Bradford,,71129,71129: Architectural and engineering activities,False,False,general_tyre
14676814,ADAZ TYRES LTD,active,ltd,2023-02-20,"First Floor, 2 Hampton Court Road, Birmingham, B17 9AE",B17 9AE,Birmingham,,45200,45200: Maintenance and repair of motor vehicles,False,False,general_tyre
